id,annual_income,short_employee,emp_length_num,Debt-To-Income Ratio,revol_util,total_rec_late_fee,od_ratio,bad_loan,annual_income_log,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_small_business,purpose_vacation,purpose_wedding,term_36 months,term_60 months,last_delinq_none_0,last_delinq_none_1,last_major_derog_none_0.0,last_major_derog_none_1.0,last_major_derog_none_missing
9924735,120000,0,4,14.02,71.2,0.0,0.984784293,0,11.695255355062795,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10105115,37000,1,1,19.62,68.5,0.0,0.501134921,1,10.518700218288165,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
10105178,90000,0,11,7.13,69.8,0.0,0.398072447,0,11.407576060361786,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10075202,150000,0,4,7.57,34.4,0.0,0.727905317,0,11.918397239722838,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9654640,126000,0,9,11.48,64.7,0.0,0.86333097,1,11.744045122410057,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10175470,55200,0,4,22.83,42.1,0.0,0.026169537,0,10.918736348043124,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
8944858,75000,0,7,23.58,51.6,0.0,0.290017181,0,11.225256725762893,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10214568,30000,0,4,30.28,43.6,0.0,0.789069194,0,10.308985993422082,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10075541,27000,1,1,18.09,0.0,0.0,0.457119669,1,10.203629181337648,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10075730,35400,0,11,15.73,36.6,0.0,0.00692848,0,10.474495347310453,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10115896,33000,1,1,15.6,46.7,0.0,0.419335457,0,10.404293143019792,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10166062,70000,0,7,13.85,61.2,0.0,0.324620837,0,11.156264806643742,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
10086164,37000,0,11,13.95,48.0,0.0,0.981251081,0,10.518700218288165,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10126218,79000,1,1,19.87,57.1,0.0,0.588231951,0,11.277215789596893,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10166166,160000,0,6,13.58,76.0,0.0,0.131091948,0,11.982935344196433,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9645048,124800,1,1,4.23,5.5,0.0,0.520977704,0,11.734475747705874,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10115641,42000,0,11,18.37,55.3,0.0,0.3579784,1,10.645448706505872,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10096681,130000,1,1,8.94,41.4,0.0,0.014999977,0,11.775297421715827,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10126703,45000,0,11,22.91,26.8,0.0,0.096429907,0,10.714439990727769,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10156788,65500,0,7,27.68,70.6,0.0,0.784234787,1,11.089820688682373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
10176783,70000,1,1,27.36,49.0,0.0,0.427003044,0,11.156264806643742,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10076700,90300,0,11,3.52,31.0,0.0,0.197951823,0,11.410903813540878,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10086931,28600,1,0,11.37,40.0,0.0,0.640288939,1,10.261196961231647,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10106916,54000,0,2,23.76,39.2,0.0,0.270702748,1,10.896757843893464,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10066954,90000,0,2,20.51,15.7,0.0,0.129817783,0,11.407576060361786,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10127136,75000,0,11,7.46,12.4,0.0,0.472723117,1,11.225256725762893,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10087163,120000,1,1,2.17,15.1,0.0,0.390626477,0,11.695255355062795,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
10137295,50000,0,7,7.06,4.0,0.0,0.405080116,0,10.819798284210286,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10127016,115000,0,2,7.8,86.8,0.0,0.376149041,0,11.652696102959753,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10077050,270000,0,6,18.77,81.5,0.0,0.292174748,0,12.506180941677357,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10117251,158000,0,2,0.23,25.5,0.0,0.55288259,0,11.970356641102999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
10064847,101000,0,3,16.16,63.1,0.0,0.431185612,1,11.522885696764481,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10097354,100000,0,6,22.73,64.5,0.0,0.783761629,1,11.51293546492023,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10087603,27297,1,1,20.42,58.2,0.0,0.700773197,0,10.21456871841614,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10177725,48250,0,8,23.81,34.9,0.0,0.776409456,0,10.784171831940965,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10107735,62000,0,9,12.19,53.8,0.0,0.287829546,0,11.034905792929415,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10234587,35000,0,2,29.7,53.4,0.0,0.210314545,0,10.463131911491967,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10067669,70000,0,6,11.01,48.3,0.0,0.504113523,0,11.156264806643742,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10127802,75000,0,11,26.5,80.5,0.0,0.171363868,0,11.225256725762893,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10067876,136800,0,7,9.62,43.1,0.0,0.245464218,0,11.82628259408539,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
10167775,52000,0,11,21.21,87.4,0.0,0.042663541,0,10.859018228147887,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10077796,26000,1,0,4.29,53.1,0.0,0.625732121,0,10.165890277802454,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10167826,17400,1,0,8.47,28.4,0.0,0.634323034,0,9.76428295481558,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10147827,52000,0,2,6.6,50.0,0.0,0.532939677,1,10.859018228147887,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10137995,48333,0,11,6.83,64.6,0.0,0.735385548,1,10.785890525742927,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10137986,31000,1,0,27.8,45.5,0.0,0.374856177,0,10.34177474101152,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10147930,50000,0,3,13.75,30.1,0.0,0.804922509,0,10.819798284210286,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
10178005,38500,0,9,18.13,41.5,0.0,0.586889242,0,10.55843949396453,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9209616,65000,0,10,20.33,60.4,0.0,0.655847353,0,11.082157933374816,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
9235939,80000,0,11,25.55,41.0,0.0,0.290436239,0,11.289794413577894,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10146175,123000,0,7,10.9,21.6,0.0,0.388367193,1,11.719947764402807,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
10108395,80000,0,11,18.99,58.6,0.0,0.127305486,0,11.289794413577894,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10147584,18500,1,1,2.92,6.7,0.0,0.212811509,0,9.825580063659602,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10098413,41600,0,3,17.22,73.9,0.0,0.755053686,0,10.635879484421974,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10088403,30000,0,8,11.12,56.8,0.0,0.578870685,0,10.308985993422082,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10168314,54000,1,0,14.11,55.0,0.0,0.631831707,0,10.896757843893464,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9077525,80000,0,5,15.86,44.6,0.0,0.957562404,0,11.289794413577894,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
9994715,85000,0,2,22.72,54.6,0.0,0.127726885,0,11.350418300109132,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10168647,78000,0,11,23.15,79.1,0.0,0.406675531,0,11.264476926102367,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10138744,84000,1,1,5.63,42.5,0.0,0.222719412,0,11.338583982516495,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
9827694,55000,0,3,14.23,94.4,0.0,0.531594467,0,10.915106645867503,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10077243,32000,0,6,23.52,70.1,0.0,0.830578975,0,10.373522431293592,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10177748,55000,0,2,24.11,57.9,0.0,0.604215529,0,10.915106645867503,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
9867699,60000,0,10,12.64,28.2,0.0,0.185389483,0,11.002116507732017,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10128829,16092,1,0,29.98,92.7,0.0,0.381308533,0,9.686139673818495,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10068776,40000,0,7,15.51,54.7,0.0,0.283466549,0,10.596659732783579,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
9736435,110000,0,6,5.75,55.3,0.0,0.703312454,0,11.608244735642321,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10068826,130000,0,10,12.26,65.3,0.0,0.253797941,0,11.775297421715827,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10168791,61000,0,9,15.42,38.5,0.0,0.761391007,0,11.0186455364637,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
10178827,90000,1,0,20.07,30.1,0.0,0.277053918,0,11.407576060361786,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10168866,265000,0,10,25.02,61.1,0.0,0.045120817,0,12.487488878546145,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7677546,65000,0,11,22.36,63.0,0.0,0.942555507,0,11.082157933374816,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
10139141,41362,1,0,28.06,69.9,0.0,0.516239234,1,10.630142040400989,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6804661,70000,0,4,11.5,63.9,0.0,0.74118788,0,11.156264806643742,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10088416,72000,0,11,26.02,40.5,0.0,0.59841033,1,11.184435286790631,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10139246,111714,0,10,15.72,42.3,0.0,0.994938054,0,11.623706264313586,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
10078855,191000,0,9,4.72,32.7,0.0,0.41761247,0,12.160033942617156,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
10069040,52155,0,11,20.8,66.8,0.0,0.499352397,0,10.861994506543363,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10078919,49740,0,11,29.58,60.9,0.0,0.682514864,0,10.81458482169893,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10129012,66000,1,0,5.64,56.0,0.0,0.743562939,0,11.097425172408931,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10175824,65000,0,11,16.91,61.3,0.0,0.045708724,0,11.082157933374816,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10179125,50000,0,7,21.92,80.5,0.0,0.565999204,0,10.819798284210286,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10089417,70000,0,11,18.81,55.0,0.0,0.952076808,0,11.156264806643742,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10069348,60000,0,3,17.46,94.1,0.0,0.86689532,0,11.002116507732017,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
9684785,60000,0,11,23.14,35.5,0.0,0.205985754,0,11.002116507732017,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9785764,37500,0,11,18.34,34.3,0.0,0.611224615,0,10.53212287826962,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10139409,650000,0,11,11.78,76.0,0.0,0.421909601,0,13.384729180332174,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10109301,36000,0,10,14.9,81.4,0.0,0.450275464,1,10.491301994830229,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10169310,140000,0,11,10.98,71.5,0.0,0.044005281,0,11.849404844423074,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10149299,59108,0,6,17.52,56.9,0.0,0.006845834,0,10.987138476064077,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10177191,75000,0,11,11.97,30.7,0.0,0.508350378,1,11.225256725762893,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10178304,34840,0,6,18.6,31.0,0.0,0.388842695,0,10.45855013319517,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10149183,56000,0,5,30.95,43.9,0.0,0.578355836,0,10.933124826700707,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10149285,110000,0,11,3.39,17.7,0.0,0.156532404,0,11.608244735642321,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10079433,120000,0,8,13.73,44.0,0.0,0.893388201,1,11.695255355062795,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
9746109,101000,1,0,10.04,31.9,0.0,0.01109693,0,11.522885696764481,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10088548,24000,1,0,20.9,20.0,0.0,0.763476177,0,10.085850775128717,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
8296101,45000,0,2,18.0,60.8,0.0,0.773057261,0,10.714439990727769,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
9834592,50200,0,11,23.45,54.2,0.0,0.57279222,0,10.823790225800138,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10107467,65000,0,11,13.22,40.6,0.0,0.981489989,1,11.082157933374816,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10139671,52000,0,11,18.56,35.5,0.0,0.008677326,0,10.859018228147887,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10089508,17421,1,0,11.44,44.9,0.0,0.140200932,0,9.765489054378838,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
10149349,47112,1,0,4.0,13.5,0.0,0.213618929,0,10.760304250413741,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10148500,71000,0,11,16.24,35.6,0.0,0.467320036,0,11.170449240431308,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
10129361,130000,0,10,8.87,98.0,0.0,0.808112445,0,11.775297421715827,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10159462,218000,0,11,18.75,97.0,0.0,0.601195571,0,12.292254928916668,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10119499,93000,1,1,12.52,76.9,0.0,0.413560724,0,11.440365524765756,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10179362,45000,0,11,6.16,82.7,0.0,0.369020674,1,10.714439990727769,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10089438,75000,0,5,32.66,78.6,0.0,0.68852574,0,11.225256725762893,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10099617,35000,0,6,21.6,53.2,0.0,0.621603031,0,10.463131911491967,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10109609,91262,0,11,14.75,38.7,0.0,0.789230973,0,11.421500727050882,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10069646,65000,0,11,21.86,86.2,0.0,0.085639182,1,11.082157933374816,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9866448,110000,0,10,10.84,54.2,0.0,0.051668925,1,11.608244735642321,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10129460,39500,0,10,9.45,79.3,0.0,0.388830481,0,10.584081267024454,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10139801,50000,0,10,18.94,49.3,0.0,0.475967471,0,10.819798284210286,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10169558,110000,0,2,10.05,55.2,0.0,0.765888049,0,11.608244735642321,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
10224978,59000,0,10,27.16,63.1,0.0,0.211715575,0,10.985309671896763,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10177732,98280,0,11,26.43,37.7,0.0,0.918451352,0,11.495586001593525,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10129493,43000,0,2,33.07,75.5,0.0,0.189530573,0,10.668978650219241,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10169636,60000,0,4,26.76,40.8,0.0,0.236712077,1,11.002116507732017,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10169552,25000,0,8,6.93,28.1,15.0,0.141048634,0,10.12667110305036,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10147597,38500,0,5,19.36,34.6,0.0,0.189836181,1,10.55843949396453,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10159531,62000,0,11,20.09,42.1,0.0,0.700366727,0,11.034905792929415,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
